block_code,inbound_factory,outbound_factory,inbound_date,outbound_date,length_m,width_m,height_m
B020794,texaco-p-no-2,texaco-f-no-2,2027-05-21,2027-05-23,4.4,12.2,8.6
B020795,texaco-p-no-5,texaco-f-no-1,2027-05-21,2027-05-23,4.3,10.4,14.1
B020796,1dock-P-no-1,1dock-f-no-1,2027-05-21,2027-05-24,7.7,19.7,3.2
B020797,1dock-P-no-2,2dock-f-no-1,2027-05-21,2027-05-24,6.6,8.4,16.8
B020798,1dock-P-no-2,2dock-f-no-1,2027-05-21,2027-05-24,18,9.1,3.4
B020799,1dock-P-no-2,texaco-f-no-2,2027-05-21,2027-05-24,8,13.8,4.7
B020800,1dock-P-no-2,wharf-f-no-2,2027-05-21,2027-05-24,5.7,9.8,9.2
B020801,1dock-P-no-2,1dock-f-no-1,2027-05-21,2027-05-24,4.2,9.4,3.2
B020802,2dock-P-no-1,wharf-f-no-2,2027-05-21,2027-05-24,6.8,9.6,9.2
B020803,2dock-P-no-1,wharf-f-no-4,2027-05-21,2027-05-24,8.4,15.1,5.1
B020804,2dock-P-no-2,texaco-f-no-3,2027-05-21,2027-05-24,18.5,9.4,3.1
B020805,2dock-P-no-3,wharf-f-no-5,2027-05-21,2027-05-24,6.9,10.2,4.4
B020806,e4-p-no-1,e4-f-no-3,2027-05-21,2027-05-24,8.3,16.8,4.8
B020807,texaco-p-no-4,e4-f-no-4,2027-05-21,2027-05-24,5.3,9.7,4.8
B020808,1dock-P-no-2,wharf-f-no-4,2027-05-21,2027-05-25,15.5,17.1,6.1
B020809,1dock-P-no-2,1dock-f-no-1,2027-05-21,2027-05-25,5,12.5,3.8
B020810,1dock-P-no-2,e4-f-no-1,2027-05-21,2027-05-25,6.1,12.6,5.7
B020811,1dock-P-no-2,e4-f-no-5,2027-05-21,2027-05-25,83.8,16,5.1
B020812,1dock-P-no-2,wharf-f-no-4,2027-05-21,2027-05-25,10.9,20.1,5.3
B020813,1dock-P-no-7,1dock-f-no-1,2027-05-21,2027-05-25,2.4,7.9,16.3
B020814,1dock-P-no-7,2dock-f-no-2,2027-05-21,2027-05-25,7.1,9.6,3.6
B020815,2dock-P-no-2,2dock-f-no-1,2027-05-21,2027-05-25,2.3,8.5,12
B020816,e4-p-no-1,e4-f-no-3,2027-05-21,2027-05-25,5.6,8.3,5.2
B020817,e4-p-no-1,wharf-f-no-2,2027-05-21,2027-05-25,21.5,10.6,5.1
B020818,e4-p-no-1,texaco-f-no-3,2027-05-21,2027-05-25,4.2,9.7,4.9
B020819,e4-p-no-2,e4-f-no-3,2027-05-21,2027-05-25,4.5,9.8,3.3
B020820,texaco-p-no-5,wharf-f-no-2,2027-05-21,2027-05-25,2,9.3,3.5
B020821,1dock-P-no-2,2dock-f-no-2,2027-05-21,2027-05-26,7.5,17.2,5.2
B020822,1dock-P-no-2,wharf-f-no-3,2027-05-21,2027-05-26,5.9,18.2,5.9
B020823,1dock-P-no-7,1dock-f-no-1,2027-05-21,2027-05-26,14.8,16.3,10.1
B020824,2dock-P-no-3,e4-f-no-2,2027-05-21,2027-05-26,5.7,9.5,5.5
B020825,2dock-P-no-3,wharf-f-no-3,2027-05-21,2027-05-26,2.2,9.8,4
B020826,2dock-P-no-5,e4-f-no-1,2027-05-21,2027-05-26,3.6,8.9,6.1
B020827,e4-p-no-1,e4-f-no-1,2027-05-21,2027-05-26,5.3,9.9,3.8
B020828,e4-p-no-2,wharf-f-no-1,2027-05-21,2027-05-26,6.4,8.8,7.4
B020829,e4-p-no-6,texaco-f-no-3,2027-05-21,2027-05-26,4.6,10.9,6.7
B020830,texaco-p-no-1,texaco-f-no-1,2027-05-21,2027-05-26,3.6,9.8,4.9
B020831,1dock-P-no-2,texaco-f-no-3,2027-05-21,2027-05-27,7.7,11.6,4.9
B020832,1dock-P-no-2,e4-f-no-5,2027-05-21,2027-05-28,5.9,9.8,6
B020833,1dock-P-no-2,2dock-f-no-1,2027-05-21,2027-06-01,5,9.3,8.9
B020834,2dock-P-no-2,wharf-f-no-4,2027-05-22,2027-05-22,4.7,9.2,5.6
B020835,e4-p-no-1,e4-f-no-3,2027-05-22,2027-05-22,2,9.4,11.4
B020836,texaco-p-no-3,e4-f-no-4,2027-05-22,2027-05-22,19,10,5.4
B020837,1dock-P-no-5,e4-f-no-2,2027-05-22,2027-05-23,13.7,20.6,3
B020838,1dock-P-no-7,2dock-f-no-1,2027-05-22,2027-05-23,18.9,9,4.5
B020839,1dock-P-no-7,wharf-f-no-2,2027-05-22,2027-05-23,5.8,12.6,5.5
B020840,2dock-P-no-1,wharf-f-no-2,2027-05-22,2027-05-23,5.4,8.8,6.8
B020841,2dock-P-no-2,e4-f-no-3,2027-05-22,2027-05-23,7.7,18,3.9
B020842,2dock-P-no-2,1dock-f-no-1,2027-05-22,2027-05-23,5.1,10.4,3.2
B020843,e4-p-no-1,e4-f-no-4,2027-05-22,2027-05-23,2,8.3,5.7
B020844,e4-p-no-1,texaco-f-no-2,2027-05-22,2027-05-23,2.3,9.3,5.1
B020845,1dock-P-no-1,texaco-f-no-2,2027-05-22,2027-05-24,5.8,18.9,11.3
B020846,1dock-P-no-2,texaco-f-no-3,2027-05-22,2027-05-24,11.7,16.7,4.4
B020847,1dock-P-no-3,wharf-f-no-1,2027-05-22,2027-05-24,15,9.4,15.8
B020848,2dock-P-no-1,texaco-f-no-1,2027-05-22,2027-05-24,12,16.2,9.1
B020849,e4-p-no-7,e4-f-no-2,2027-05-22,2027-05-24,8.3,11,8.8
B020850,texaco-p-no-2,texaco-f-no-1,2027-05-22,2027-05-24,11.2,15.7,5.9
B020851,1dock-P-no-1,e4-f-no-4,2027-05-22,2027-05-25,8,12.6,11.2
B020852,1dock-P-no-2,2dock-f-no-1,2027-05-22,2027-05-25,5.8,8.9,7
B020853,1dock-P-no-5,2dock-f-no-1,2027-05-22,2027-05-25,17.6,9.1,5.3
B020854,2dock-P-no-2,e4-f-no-4,2027-05-22,2027-05-25,18.8,10.2,8.6
B020855,e4-p-no-1,e4-f-no-1,2027-05-22,2027-05-25,2.2,10.4,16.1
B020856,e4-p-no-1,texaco-f-no-1,2027-05-22,2027-05-25,7.2,19.5,12.1
B020857,1dock-P-no-2,2dock-f-no-1,2027-05-22,2027-05-26,60.1,15.5,14.5
B020858,1dock-P-no-2,2dock-f-no-1,2027-05-22,2027-05-26,6.3,17.7,4.5
B020859,1dock-P-no-2,texaco-f-no-2,2027-05-22,2027-05-26,6.5,8.1,5.1
B020860,1dock-P-no-2,1dock-f-no-1,2027-05-22,2027-05-26,5.4,8.8,3.1
B020861,1dock-P-no-2,wharf-f-no-1,2027-05-22,2027-05-26,8.2,19.1,6.2
B020862,2dock-P-no-1,2dock-f-no-2,2027-05-22,2027-05-26,67.5,14.6,8.4
B020863,2dock-P-no-1,wharf-f-no-5,2027-05-22,2027-05-26,6,12.2,4
B020864,2dock-P-no-1,2dock-f-no-1,2027-05-22,2027-05-26,7,9.5,6.4
B020865,2dock-P-no-3,e4-f-no-1,2027-05-22,2027-05-26,2,8,7.4
B020866,e4-p-no-8,wharf-f-no-2,2027-05-22,2027-05-26,5.4,10.9,5.3
B020867,texaco-p-no-1,2dock-f-no-2,2027-05-22,2027-05-26,13.8,18.1,4.8
B020868,texaco-p-no-1,texaco-f-no-1,2027-05-22,2027-05-26,6.8,9.1,3.6
B020869,texaco-p-no-9,texaco-f-no-2,2027-05-22,2027-05-26,6.8,18,5.6
B020870,1dock-P-no-1,2dock-f-no-2,2027-05-22,2027-05-27,7.3,16.1,11.7
B020871,1dock-P-no-7,e4-f-no-1,2027-05-22,2027-05-27,6.2,13.7,4.5
B020872,2dock-P-no-5,e4-f-no-5,2027-05-22,2027-05-27,14.1,19.3,5.5
B020873,1dock-P-no-7,2dock-f-no-2,2027-05-22,2027-05-28,2.3,8.1,9.9
B020874,e4-p-no-7,e4-f-no-5,2027-05-22,2027-05-30,7.6,13.5,7.3
B020875,1dock-P-no-2,e4-f-no-1,2027-05-22,2027-06-11,6.8,9,4
B020876,1dock-P-no-1,wharf-f-no-5,2027-05-23,2027-05-24,6.2,8.1,5.7
B020877,1dock-P-no-7,wharf-f-no-3,2027-05-23,2027-05-24,7.1,15,8.9
B020878,2dock-P-no-2,e4-f-no-2,2027-05-23,2027-05-24,19,8.7,5.4
B020879,texaco-p-no-3,texaco-f-no-1,2027-05-23,2027-05-24,2,8,3.6
B020880,1dock-P-no-1,texaco-f-no-2,2027-05-23,2027-05-25,4.2,9.4,5.5
B020881,1dock-P-no-2,e4-f-no-1,2027-05-23,2027-05-25,2.4,9.9,5.2
B020882,e4-p-no-1,e4-f-no-2,2027-05-23,2027-05-25,5.1,8,4.6
B020883,e4-p-no-1,wharf-f-no-4,2027-05-23,2027-05-25,7.5,14.2,4
B020884,e4-p-no-3,wharf-f-no-5,2027-05-23,2027-05-25,80.6,17.2,3.3
B020885,texaco-p-no-7,e4-f-no-2,2027-05-23,2027-05-25,6.2,12.5,11.6
B020886,texaco-p-no-8,1dock-f-no-1,2027-05-23,2027-05-25,5.8,12.2,6
B020887,texaco-p-no-8,texaco-f-no-2,2027-05-23,2027-05-25,2.2,10.1,5.4
B020888,1dock-P-no-1,2dock-f-no-1,2027-05-23,2027-05-26,4.6,12.3,4.2
B020889,1dock-P-no-1,2dock-f-no-1,2027-05-23,2027-05-26,7.8,17,5.9
B020890,1dock-P-no-2,wharf-f-no-3,2027-05-23,2027-05-26,8.3,16.7,3.1
B020891,2dock-P-no-4,wharf-f-no-5,2027-05-23,2027-05-26,3.9,8.7,10.8
B020892,1dock-P-no-2,2dock-f-no-1,2027-05-23,2027-05-27,5.1,12.9,5.3
B020893,e4-p-no-7,e4-f-no-2,2027-05-23,2027-05-27,2,9.5,5.5
B020894,1dock-P-no-1,wharf-f-no-5,2027-05-23,2027-05-28,3.4,11.5,3.7
B020895,1dock-P-no-1,2dock-f-no-1,2027-05-23,2027-05-28,3.4,11.1,5.5
B020896,1dock-P-no-2,texaco-f-no-2,2027-05-23,2027-05-28,67.8,16.2,9.9
B020897,1dock-P-no-2,1dock-f-no-1,2027-05-23,2027-05-28,6.4,14.1,3.1
B020898,2dock-P-no-1,e4-f-no-3,2027-05-23,2027-05-28,11.2,17.1,3.2
B020899,2dock-P-no-1,e4-f-no-2,2027-05-23,2027-05-28,3.5,10.3,3.8
B020900,texaco-p-no-7,texaco-f-no-2,2027-05-23,2027-05-29,4.2,11.4,6
B020901,1dock-P-no-5,1dock-f-no-1,2027-05-23,2027-05-30,74.8,15.3,3.1
B020902,e4-p-no-1,e4-f-no-5,2027-05-23,2027-06-01,2,9.9,11.6
B020903,e4-p-no-5,e4-f-no-3,2027-05-23,2027-06-01,3.4,11.3,8.5
B020904,1dock-P-no-1,wharf-f-no-4,2027-05-24,2027-05-24,4.8,11.5,5.7
B020905,1dock-P-no-4,1dock-f-no-1,2027-05-24,2027-05-24,5,9.9,4
B020906,1dock-P-no-7,e4-f-no-3,2027-05-24,2027-05-24,58.9,15.2,8.1
B020907,e4-p-no-1,e4-f-no-3,2027-05-24,2027-05-24,4.1,12.8,9.5
B020908,1dock-P-no-2,wharf-f-no-5,2027-05-24,2027-05-25,5.7,9.1,7.3
B020909,1dock-P-no-2,wharf-f-no-1,2027-05-24,2027-05-25,12.2,19,3.3
B020910,1dock-P-no-3,wharf-f-no-1,2027-05-24,2027-05-25,7,10.4,7.1
B020911,2dock-P-no-2,2dock-f-no-2,2027-05-24,2027-05-25,12.6,19.6,6.1
B020912,e4-p-no-8,e4-f-no-2,2027-05-24,2027-05-25,2,8,10.4
B020913,texaco-p-no-1,wharf-f-no-5,2027-05-24,2027-05-25,3.5,11.1,3.9
B020914,texaco-p-no-4,1dock-f-no-1,2027-05-24,2027-05-25,4.4,8.8,10.4
B020915,texaco-p-no-4,texaco-f-no-1,2027-05-24,2027-05-25,11.9,18.8,3.7
B020916,1dock-P-no-1,wharf-f-no-4,2027-05-24,2027-05-26,5,9.3,5.7
B020917,1dock-P-no-2,1dock-f-no-1,2027-05-24,2027-05-26,2.2,9.2,11.7
B020918,1dock-P-no-2,wharf-f-no-4,2027-05-24,2027-05-26,4.4,9.2,4.6
B020919,1dock-P-no-2,e4-f-no-3,2027-05-24,2027-05-26,16.9,11.4,9
B020920,1dock-P-no-1,wharf-f-no-3,2027-05-24,2027-05-27,3.9,9.5,4.5
B020921,1dock-P-no-1,2dock-f-no-1,2027-05-24,2027-05-27,7.3,13.2,7.9
B020922,1dock-P-no-2,1dock-f-no-1,2027-05-24,2027-05-27,8,18.2,7.6
B020923,1dock-P-no-7,e4-f-no-3,2027-05-24,2027-05-27,5.5,13.1,4.4
B020924,2dock-P-no-1,wharf-f-no-5,2027-05-24,2027-05-27,2.2,9.7,4.4
B020925,2dock-P-no-1,wharf-f-no-4,2027-05-24,2027-05-27,4.8,12.4,5
B020926,2dock-P-no-1,e4-f-no-2,2027-05-24,2027-05-27,6.1,15.8,3.2
B020927,2dock-P-no-3,texaco-f-no-3,2027-05-24,2027-05-27,2,10.3,14.7
B020928,e4-p-no-8,e4-f-no-2,2027-05-24,2027-05-27,6,11.5,11
B020929,texaco-p-no-4,wharf-f-no-5,2027-05-24,2027-05-27,4.9,12.7,3.1
B020930,1dock-P-no-1,2dock-f-no-2,2027-05-24,2027-05-28,4.5,13.9,9.7
B020931,1dock-P-no-2,wharf-f-no-3,2027-05-24,2027-05-28,8.1,14.8,5.6
B020932,1dock-P-no-2,wharf-f-no-4,2027-05-24,2027-05-28,15.8,10.5,6.1
B020933,1dock-P-no-2,texaco-f-no-2,2027-05-24,2027-05-28,6.5,12.2,5.4
B020934,1dock-P-no-2,texaco-f-no-1,2027-05-24,2027-05-28,16.3,10.7,6.6
B020935,1dock-P-no-7,2dock-f-no-2,2027-05-24,2027-05-28,4.2,12.2,5.8
B020936,2dock-P-no-1,e4-f-no-4,2027-05-24,2027-05-28,78,16.3,3.1
B020937,2dock-P-no-1,wharf-f-no-5,2027-05-24,2027-05-28,14.1,20.5,4.8
B020938,2dock-P-no-2,2dock-f-no-1,2027-05-24,2027-05-28,7.4,14.3,4
B020939,2dock-P-no-2,wharf-f-no-5,2027-05-24,2027-05-28,5.6,9.9,10.4
B020940,2dock-P-no-2,wharf-f-no-4,2027-05-24,2027-05-28,4.8,13.8,4.1
B020941,2dock-P-no-2,texaco-f-no-2,2027-05-24,2027-05-28,4.7,9.1,5.9
B020942,2dock-P-no-5,e4-f-no-3,2027-05-24,2027-05-28,7.7,12.3,6.9
B020943,e4-p-no-1,e4-f-no-1,2027-05-24,2027-05-28,5.4,11.8,5.9
B020944,e4-p-no-9,e4-f-no-1,2027-05-24,2027-05-28,16.6,9.6,5.9
B020945,texaco-p-no-1,texaco-f-no-2,2027-05-24,2027-05-28,78.1,16.2,5.3
B020946,texaco-p-no-8,texaco-f-no-2,2027-05-24,2027-05-28,6.9,9.7,5.3
B020947,1dock-P-no-1,wharf-f-no-2,2027-05-24,2027-05-29,3.5,10.8,4.6
B020948,1dock-P-no-2,2dock-f-no-2,2027-05-24,2027-05-29,2.3,10.3,5.5
B020949,1dock-P-no-7,texaco-f-no-1,2027-05-24,2027-05-29,20.8,9.6,3.2
B020950,1dock-P-no-7,wharf-f-no-4,2027-05-24,2027-05-29,17.5,11.5,4.3
B020951,2dock-P-no-1,wharf-f-no-5,2027-05-24,2027-05-29,6,19,6.2
B020952,2dock-P-no-2,e4-f-no-4,2027-05-24,2027-05-29,3.4,9.4,3.8
B020953,2dock-P-no-2,texaco-f-no-1,2027-05-24,2027-05-29,5.9,14.4,3.6
B020954,e4-p-no-1,e4-f-no-2,2027-05-24,2027-05-29,3.5,10,10.9
B020955,texaco-p-no-1,wharf-f-no-5,2027-05-24,2027-05-29,16.2,10.3,10.9
B020956,texaco-p-no-1,wharf-f-no-3,2027-05-24,2027-05-29,16.7,9.9,5.9
B020957,1dock-P-no-2,2dock-f-no-1,2027-05-24,2027-05-30,81.6,14.3,14
B020958,2dock-P-no-5,wharf-f-no-5,2027-05-24,2027-05-30,5.3,10.1,4.5
B020959,1dock-P-no-1,wharf-f-no-2,2027-05-24,2027-05-31,5.9,8.7,5.3
B020960,1dock-P-no-2,2dock-f-no-1,2027-05-24,2027-05-31,3.4,9.6,4.3
B020961,2dock-P-no-1,2dock-f-no-2,2027-05-24,2027-05-31,5.5,9.8,4.1
B020962,1dock-P-no-1,wharf-f-no-4,2027-05-24,2027-06-02,58.3,15.9,13
B020963,1dock-P-no-2,wharf-f-no-5,2027-05-24,2027-06-05,74.9,15.4,5
B020964,1dock-P-no-7,texaco-f-no-3,2027-05-24,2027-06-05,6.8,15.5,5.5
B020965,1dock-P-no-1,2dock-f-no-1,2027-05-25,2027-05-25,6.4,13.1,5
B020966,1dock-P-no-1,1dock-f-no-1,2027-05-25,2027-05-25,4.1,9.9,3.2
B020967,e4-p-no-3,e4-f-no-5,2027-05-25,2027-05-25,5.8,15,6
B020968,1dock-P-no-1,e4-f-no-2,2027-05-25,2027-05-26,13,16.4,5.9
B020969,1dock-P-no-2,1dock-f-no-1,2027-05-25,2027-05-26,8,13.5,5.8
B020970,1dock-P-no-2,wharf-f-no-4,2027-05-25,2027-05-26,5.8,10.2,6.1
B020971,e4-p-no-1,e4-f-no-4,2027-05-25,2027-05-26,5.7,7.9,5.5
B020972,e4-p-no-8,wharf-f-no-2,2027-05-25,2027-05-26,63.8,16.4,5.5
B020973,1dock-P-no-1,1dock-f-no-1,2027-05-25,2027-05-27,76.3,17,5.4
B020974,1dock-P-no-2,texaco-f-no-3,2027-05-25,2027-05-27,6.3,15.9,3
B020975,1dock-P-no-2,wharf-f-no-5,2027-05-25,2027-05-27,59,16.2,8.5
B020976,1dock-P-no-2,wharf-f-no-2,2027-05-25,2027-05-27,8.3,15.9,6.1
B020977,1dock-P-no-7,wharf-f-no-5,2027-05-25,2027-05-27,18.3,9.1,4.7
B020978,1dock-P-no-7,wharf-f-no-3,2027-05-25,2027-05-27,19,9.7,5.8
B020979,2dock-P-no-1,wharf-f-no-2,2027-05-25,2027-05-27,70,17.2,4.5
B020980,2dock-P-no-2,wharf-f-no-5,2027-05-25,2027-05-27,6.2,16.1,3.1
B020981,2dock-P-no-5,wharf-f-no-5,2027-05-25,2027-05-27,5.3,9.2,10.3
B020982,e4-p-no-1,texaco-f-no-3,2027-05-25,2027-05-27,7.5,12.9,3
B020983,e4-p-no-3,e4-f-no-2,2027-05-25,2027-05-27,4.7,12.4,7
B020984,texaco-p-no-1,e4-f-no-4,2027-05-25,2027-05-27,2.2,9.8,3.2
B020985,texaco-p-no-1,texaco-f-no-3,2027-05-25,2027-05-27,8.2,16.9,3
B020986,1dock-P-no-2,2dock-f-no-1,2027-05-25,2027-05-28,3.7,10,8
B020987,1dock-P-no-2,2dock-f-no-1,2027-05-25,2027-05-28,5.8,8.9,5.5
B020988,2dock-P-no-1,2dock-f-no-2,2027-05-25,2027-05-28,2.2,8.9,9.4
B020989,2dock-P-no-1,wharf-f-no-4,2027-05-25,2027-05-28,6,11.6,5.4
B020990,2dock-P-no-4,wharf-f-no-2,2027-05-25,2027-05-28,5.2,9.4,4.8
B020991,texaco-p-no-9,texaco-f-no-3,2027-05-25,2027-05-28,4.5,11.3,3.8
B020992,1dock-P-no-2,wharf-f-no-5,2027-05-25,2027-05-29,2,8.4,10.7
B020993,1dock-P-no-7,1dock-f-no-1,2027-05-25,2027-05-29,5.5,9.1,5.6
B020994,2dock-P-no-1,2dock-f-no-1,2027-05-25,2027-05-29,7,16.4,8.4
B020995,2dock-P-no-2,e4-f-no-5,2027-05-25,2027-05-29,3.6,11.1,11.7
B020996,e4-p-no-8,wharf-f-no-4,2027-05-25,2027-05-29,6.2,11.4,10.4
B020997,1dock-P-no-1,e4-f-no-5,2027-05-25,2027-05-30,5.8,9.5,3.3
B020998,1dock-P-no-2,2dock-f-no-1,2027-05-25,2027-05-30,6.8,16.4,4.6
B020999,1dock-P-no-2,wharf-f-no-2,2027-05-25,2027-05-30,5.8,16.7,11.8
B021000,1dock-P-no-2,wharf-f-no-5,2027-05-25,2027-05-30,7.9,19.5,5.2
B021001,1dock-P-no-7,wharf-f-no-1,2027-05-25,2027-05-30,7.7,11.7,6.2
B021002,e4-p-no-1,e4-f-no-3,2027-05-25,2027-05-30,7.5,16.6,7.1
B021003,texaco-p-no-9,texaco-f-no-3,2027-05-25,2027-05-30,3.3,9.1,5.7
B021004,1dock-P-no-1,wharf-f-no-3,2027-05-25,2027-05-31,4.4,8.8,10.3
B021005,1dock-P-no-2,wharf-f-no-2,2027-05-25,2027-05-31,20,9.2,5.5
B021006,2dock-P-no-1,wharf-f-no-3,2027-05-25,2027-05-31,11.4,15.8,4.5
B021007,2dock-P-no-2,wharf-f-no-5,2027-05-25,2027-05-31,5.3,8.2,4.8
B021008,e4-p-no-9,e4-f-no-2,2027-05-25,2027-05-31,2,8.6,3.9
B021009,1dock-P-no-7,1dock-f-no-1,2027-05-25,2027-06-01,5.3,13.9,3.3
B021010,1dock-P-no-7,2dock-f-no-1,2027-05-25,2027-06-02,5.9,8.3,6.8
B021011,texaco-p-no-1,texaco-f-no-2,2027-05-25,2027-06-02,5.3,12.7,5.2
B021012,1dock-P-no-2,2dock-f-no-1,2027-05-25,2027-06-03,5,8.6,5.3
B021013,texaco-p-no-4,texaco-f-no-2,2027-05-25,2027-06-04,2,10.1,8.8
B021014,texaco-p-no-9,texaco-f-no-1,2027-05-25,2027-06-05,6,9.1,4.9
B021015,1dock-P-no-2,texaco-f-no-3,2027-05-25,2027-06-06,8.2,18.9,5.5
B021016,texaco-p-no-5,texaco-f-no-3,2027-05-25,2027-06-11,7.4,13.9,5.6
B021017,1dock-P-no-2,wharf-f-no-5,2027-05-25,2027-06-15,7.9,11.8,3.5
B021018,1dock-P-no-2,2dock-f-no-1,2027-05-26,2027-05-26,82.9,16.8,6
B021019,1dock-P-no-2,wharf-f-no-3,2027-05-26,2027-05-26,21.2,10.1,4.5
B021020,1dock-P-no-2,wharf-f-no-3,2027-05-26,2027-05-26,5.6,11.4,4.9
B021021,1dock-P-no-7,2dock-f-no-1,2027-05-26,2027-05-26,6.2,15.3,11.9
B021022,1dock-P-no-1,e4-f-no-1,2027-05-26,2027-05-27,2.2,8.7,4.8
B021023,1dock-P-no-1,2dock-f-no-1,2027-05-26,2027-05-27,2,9.3,3.8
B021024,1dock-P-no-2,2dock-f-no-2,2027-05-26,2027-05-27,5.4,8.5,9.5
B021025,1dock-P-no-2,2dock-f-no-1,2027-05-26,2027-05-27,5.3,13.2,3.8
B021026,1dock-P-no-2,e4-f-no-2,2027-05-26,2027-05-27,6.2,15.2,4.5
B021027,1dock-P-no-2,2dock-f-no-2,2027-05-26,2027-05-27,7.6,14.6,10.4
B021028,2dock-P-no-1,2dock-f-no-2,2027-05-26,2027-05-27,5.8,16.2,3.6
B021029,1dock-P-no-1,wharf-f-no-4,2027-05-26,2027-05-28,6.6,11.1,4.5
B021030,1dock-P-no-5,2dock-f-no-1,2027-05-26,2027-05-28,2.4,10.2,9.5
B021031,2dock-P-no-1,e4-f-no-1,2027-05-26,2027-05-28,3.4,10.3,5.7
B021032,e4-p-no-5,wharf-f-no-4,2027-05-26,2027-05-28,59.2,14.8,11.5
B021033,texaco-p-no-1,texaco-f-no-2,2027-05-26,2027-05-28,6.7,17,17.9
B021034,1dock-P-no-1,2dock-f-no-2,2027-05-26,2027-05-29,7,8.7,9.3
B021035,1dock-P-no-2,wharf-f-no-1,2027-05-26,2027-05-29,7.3,14.2,4.9
B021036,2dock-P-no-1,texaco-f-no-1,2027-05-26,2027-05-29,61.3,17,16.8
B021037,2dock-P-no-1,e4-f-no-2,2027-05-26,2027-05-29,11.6,20.5,5
B021038,2dock-P-no-5,wharf-f-no-4,2027-05-26,2027-05-29,5.4,10.2,3.2
B021039,e4-p-no-5,wharf-f-no-1,2027-05-26,2027-05-29,2.3,8,5.7
B021040,texaco-p-no-1,wharf-f-no-4,2027-05-26,2027-05-29,2,8.8,4.3
B021041,texaco-p-no-6,e4-f-no-2,2027-05-26,2027-05-29,4.6,8.7,14.8
B021042,1dock-P-no-1,1dock-f-no-1,2027-05-26,2027-05-30,6.4,18.9,4.2
B021043,1dock-P-no-1,wharf-f-no-4,2027-05-26,2027-05-30,4.4,10.4,3.8
B021044,1dock-P-no-1,e4-f-no-2,2027-05-26,2027-05-30,11.6,18.7,5.8
B021045,1dock-P-no-2,2dock-f-no-1,2027-05-26,2027-05-30,8.3,15,7.6
B021046,1dock-P-no-2,e4-f-no-2,2027-05-26,2027-05-30,4.9,10.2,4.9
B021047,1dock-P-no-2,e4-f-no-3,2027-05-26,2027-05-30,80.9,15.6,8.9
B021048,1dock-P-no-2,wharf-f-no-4,2027-05-26,2027-05-30,4.2,7.8,11.7
B021049,1dock-P-no-2,1dock-f-no-1,2027-05-26,2027-05-30,4.3,10.3,5.2
B021050,1dock-P-no-3,2dock-f-no-2,2027-05-26,2027-05-30,2,8.1,5.8
B021051,1dock-P-no-3,1dock-f-no-1,2027-05-26,2027-05-30,5.7,15.9,4.7
B021052,2dock-P-no-1,2dock-f-no-1,2027-05-26,2027-05-30,5.6,9.8,15.6
B021053,2dock-P-no-1,wharf-f-no-3,2027-05-26,2027-05-30,4.7,9,5.2
B021054,2dock-P-no-2,e4-f-no-2,2027-05-26,2027-05-30,6.4,13.3,8.6
B021055,2dock-P-no-5,texaco-f-no-3,2027-05-26,2027-05-30,13.7,15.6,6.1
B021056,e4-p-no-1,texaco-f-no-3,2027-05-26,2027-05-30,7.4,17.3,4
B021057,e4-p-no-6,wharf-f-no-4,2027-05-26,2027-05-30,62.9,15.7,3.4
B021058,texaco-p-no-5,wharf-f-no-3,2027-05-26,2027-05-30,2,9.3,3.9
B021059,1dock-P-no-1,1dock-f-no-1,2027-05-26,2027-05-31,5.6,8.6,4.7
B021060,1dock-P-no-7,wharf-f-no-5,2027-05-26,2027-05-31,62.6,17.8,5
B021061,2dock-P-no-2,1dock-f-no-1,2027-05-26,2027-05-31,6.4,16.1,5.6
B021062,e4-p-no-5,e4-f-no-5,2027-05-26,2027-05-31,2,7.9,4.7
B021063,texaco-p-no-9,wharf-f-no-5,2027-05-26,2027-05-31,15.4,10.4,4.9
B021064,2dock-P-no-2,wharf-f-no-2,2027-05-26,2027-06-01,2.3,9.6,4.2
B021065,1dock-P-no-1,wharf-f-no-3,2027-05-26,2027-06-02,6.9,10.6,6.9
B021066,e4-p-no-1,e4-f-no-4,2027-05-26,2027-06-03,4.7,9.5,6.4
B021067,1dock-P-no-1,2dock-f-no-1,2027-05-26,2027-06-04,5.9,9.4,3.8
B021068,2dock-P-no-4,texaco-f-no-2,2027-05-26,2027-06-04,81.5,15.6,3.5
B021069,texaco-p-no-5,texaco-f-no-3,2027-05-26,2027-06-05,5.6,9.4,7.3
B021070,1dock-P-no-2,wharf-f-no-2,2027-05-26,2027-06-12,3.5,9.6,4.6
B021071,1dock-P-no-2,2dock-f-no-2,2027-05-27,2027-05-27,7.5,14.2,6
B021072,1dock-P-no-2,texaco-f-no-3,2027-05-27,2027-05-27,2.2,8.9,4.9
B021073,1dock-P-no-2,2dock-f-no-1,2027-05-27,2027-05-27,5,11.8,5.4
B021074,1dock-P-no-2,e4-f-no-2,2027-05-27,2027-05-28,7.2,16.5,5.2
B021075,1dock-P-no-2,1dock-f-no-1,2027-05-27,2027-05-28,2.2,9.6,3.3
B021076,1dock-P-no-2,2dock-f-no-2,2027-05-27,2027-05-28,5.1,8.3,11.3
B021077,1dock-P-no-2,2dock-f-no-1,2027-05-27,2027-05-28,4.1,10.1,5.4
B021078,1dock-P-no-7,e4-f-no-5,2027-05-27,2027-05-28,2.1,10.2,4.6
