yard_code,yard_zone,process_code,process_zone,process_type,yard_lat,yard_lon,process_lat,process_lon,l2_distance_m,baseline_travel_time_min
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-f-no-2,1dock,의장공장,34.868300,128.712000,34.876400,128.702300,1262.6,5.05
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-P-no-1,2dock,도장공장,34.868300,128.712000,34.873900,128.705400,866.2,3.46
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-P-no-2,2dock,도장공장,34.868300,128.712000,34.874300,128.703700,1009.2,4.04
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-P-no-3,2dock,도장공장,34.868300,128.712000,34.875200,128.704600,1022,4.09
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-P-no-4,2dock,도장공장,34.868300,128.712000,34.875800,128.705300,1034,4.14
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-P-no-5,2dock,도장공장,34.868300,128.712000,34.875400,128.706300,945.3,3.78
texaco-s-no-5,GBS/Texaco/E1 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.868300,128.712000,34.869100,128.697000,1371.3,5.49
texaco-s-no-5,GBS/Texaco/E1 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.868300,128.712000,34.870600,128.696800,1410,5.64
texaco-s-no-5,GBS/Texaco/E1 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.868300,128.712000,34.870400,128.697600,1334.3,5.34
texaco-s-no-5,GBS/Texaco/E1 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.868300,128.712000,34.870700,128.697800,1322.6,5.29
texaco-s-no-5,GBS/Texaco/E1 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.868300,128.712000,34.871700,128.704300,797.7,3.19
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.868300,128.712000,34.863100,128.706900,742.2,2.97
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.868300,128.712000,34.863600,128.707100,687.7,2.75
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.868300,128.712000,34.868800,128.706900,468.6,1.87
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.862700,128.708300,708.3,2.83
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.862500,128.708700,711.7,2.85
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.864200,128.708300,567.3,2.27
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.863300,128.709900,588.1,2.35
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.866500,128.706900,506.5,2.03
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.865700,128.708100,458.4,1.83
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.866900,128.708100,388.4,1.55
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.866400,128.708700,367.8,1.47
texaco-s-no-5,GBS/Texaco/E1 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.868300,128.712000,34.868700,128.706900,467.4,1.87
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-1,E4,도장공장,34.868300,128.712000,34.877900,128.719500,1267.9,5.07
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-2,E4,도장공장,34.868300,128.712000,34.878200,128.720000,1320.8,5.28
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-3,E4,도장공장,34.868300,128.712000,34.879200,128.721000,1463.9,5.86
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-4,E4,도장공장,34.868300,128.712000,34.879400,128.719800,1424.7,5.7
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-5,E4,도장공장,34.868300,128.712000,34.879100,128.718700,1347.5,5.39
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-6,E4,도장공장,34.868300,128.712000,34.879500,128.719300,1412.3,5.65
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-7,E4,도장공장,34.868300,128.712000,34.879800,128.719900,1467.8,5.87
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-8,E4,도장공장,34.868300,128.712000,34.880300,128.720700,1552.5,6.21
texaco-s-no-5,GBS/Texaco/E1 권역,e4-p-no-9,E4,도장공장,34.868300,128.712000,34.880300,128.718500,1460.2,5.84
texaco-s-no-5,GBS/Texaco/E1 권역,e4-f-no-1,E4,의장공장,34.868300,128.712000,34.874400,128.719000,931.6,3.73
texaco-s-no-5,GBS/Texaco/E1 권역,e4-f-no-2,E4,의장공장,34.868300,128.712000,34.874500,128.719200,952.2,3.81
texaco-s-no-5,GBS/Texaco/E1 권역,e4-f-no-3,E4,의장공장,34.868300,128.712000,34.874700,128.719200,968.4,3.87
texaco-s-no-5,GBS/Texaco/E1 권역,e4-f-no-4,E4,의장공장,34.868300,128.712000,34.874800,128.719200,976.6,3.91
texaco-s-no-5,GBS/Texaco/E1 권역,e4-f-no-5,E4,의장공장,34.868300,128.712000,34.875200,128.719500,1028,4.11
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-1,1dock,도장공장,34.864500,128.708700,34.869100,128.693200,1503.7,6.01
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-2,1dock,도장공장,34.864500,128.708700,34.870500,128.693100,1571.8,6.29
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-3,1dock,도장공장,34.864500,128.708700,34.871100,128.692400,1658.2,6.63
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-4,1dock,도장공장,34.864500,128.708700,34.872100,128.694800,1523.9,6.1
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-5,1dock,도장공장,34.864500,128.708700,34.872900,128.695400,1531.2,6.12
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-6,1dock,도장공장,34.864500,128.708700,34.871800,128.692800,1662.2,6.65
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-P-no-7,1dock,도장공장,34.864500,128.708700,34.873500,128.694400,1644.2,6.58
texaco-s-no-6,GBS/Texaco/E1 권역,1dock-f-no-1,1dock,의장공장,34.864500,128.708700,34.876350,128.702080,1449.5,5.8
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-f-no-1,1dock,의장공장,34.864500,128.708700,34.875200,128.701000,1381.7,5.53
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-f-no-2,1dock,의장공장,34.864500,128.708700,34.876400,128.702300,1446.3,5.79
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-P-no-1,2dock,도장공장,34.864500,128.708700,34.873900,128.705400,1087.7,4.35
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-P-no-2,2dock,도장공장,34.864500,128.708700,34.874300,128.703700,1181.3,4.73
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-P-no-3,2dock,도장공장,34.864500,128.708700,34.875200,128.704600,1247.2,4.99
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-P-no-4,2dock,도장공장,34.864500,128.708700,34.875800,128.705300,1294.2,5.18
texaco-s-no-6,GBS/Texaco/E1 권역,2dock-P-no-5,2dock,도장공장,34.864500,128.708700,34.875400,128.706300,1231.6,4.93
texaco-s-no-6,GBS/Texaco/E1 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.864500,128.708700,34.869100,128.697000,1183.6,4.73
texaco-s-no-6,GBS/Texaco/E1 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.864500,128.708700,34.870600,128.696800,1280.1,5.12
texaco-s-no-6,GBS/Texaco/E1 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.864500,128.708700,34.870400,128.697600,1206.6,4.83
texaco-s-no-6,GBS/Texaco/E1 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.864500,128.708700,34.870700,128.697800,1210,4.84
texaco-s-no-6,GBS/Texaco/E1 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.864500,128.708700,34.871700,128.704300,895.6,3.58
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.864500,128.708700,34.863100,128.706900,226.3,0.91
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.864500,128.708700,34.863600,128.707100,177,0.71
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.864500,128.708700,34.868800,128.706900,505.5,2.02
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.862700,128.708300,203.5,0.81
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.862500,128.708700,222.4,0.89
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.864200,128.708300,49.4,0.2
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.863300,128.709900,172.6,0.69
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.866500,128.706900,276.4,1.11
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.865700,128.708100,144.2,0.58
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.866900,128.708100,272.4,1.09
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.866400,128.708700,211.3,0.85
texaco-s-no-6,GBS/Texaco/E1 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.864500,128.708700,34.868700,128.706900,495,1.98
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-1,E4,도장공장,34.864500,128.708700,34.877900,128.719500,1786.3,7.15
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-2,E4,도장공장,34.864500,128.708700,34.878200,128.720000,1839.4,7.36
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-3,E4,도장공장,34.864500,128.708700,34.879200,128.721000,1982.6,7.93
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-4,E4,도장공장,34.864500,128.708700,34.879400,128.719800,1941.8,7.77
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-5,E4,도장공장,34.864500,128.708700,34.879100,128.718700,1862.2,7.45
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-6,E4,도장공장,34.864500,128.708700,34.879500,128.719300,1928,7.71
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-7,E4,도장공장,34.864500,128.708700,34.879800,128.719900,1984.5,7.94
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-8,E4,도장공장,34.864500,128.708700,34.880300,128.720700,2070,8.28
texaco-s-no-6,GBS/Texaco/E1 권역,e4-p-no-9,E4,도장공장,34.864500,128.708700,34.880300,128.718500,1971.3,7.89
texaco-s-no-6,GBS/Texaco/E1 권역,e4-f-no-1,E4,의장공장,34.864500,128.708700,34.874400,128.719000,1447.3,5.79
texaco-s-no-6,GBS/Texaco/E1 권역,e4-f-no-2,E4,의장공장,34.864500,128.708700,34.874500,128.719200,1467.6,5.87
texaco-s-no-6,GBS/Texaco/E1 권역,e4-f-no-3,E4,의장공장,34.864500,128.708700,34.874700,128.719200,1484.6,5.94
texaco-s-no-6,GBS/Texaco/E1 권역,e4-f-no-4,E4,의장공장,34.864500,128.708700,34.874800,128.719200,1493.1,5.97
texaco-s-no-6,GBS/Texaco/E1 권역,e4-f-no-5,E4,의장공장,34.864500,128.708700,34.875200,128.719500,1544.8,6.18
e4-s-no-1,E4,1dock-P-no-1,1dock,도장공장,34.879000,128.717600,34.869100,128.693200,2483.3,9.93
e4-s-no-1,E4,1dock-P-no-2,1dock,도장공장,34.879000,128.717600,34.870500,128.693100,2426.7,9.71
e4-s-no-1,E4,1dock-P-no-3,1dock,도장공장,34.879000,128.717600,34.871100,128.692400,2461,9.84
e4-s-no-1,E4,1dock-P-no-4,1dock,도장공장,34.879000,128.717600,34.872100,128.694800,2217,8.87
e4-s-no-1,E4,1dock-P-no-5,1dock,도장공장,34.879000,128.717600,34.872900,128.695400,2135.8,8.54
e4-s-no-1,E4,1dock-P-no-6,1dock,도장공장,34.879000,128.717600,34.871800,128.692800,2399.9,9.6
e4-s-no-1,E4,1dock-P-no-7,1dock,도장공장,34.879000,128.717600,34.873500,128.694400,2203.1,8.81
e4-s-no-1,E4,1dock-f-no-1,1dock,의장공장,34.879000,128.717600,34.876350,128.702080,1446.2,5.78
e4-s-no-1,E4,2dock-f-no-1,1dock,의장공장,34.879000,128.717600,34.875200,128.701000,1572.2,6.29
e4-s-no-1,E4,2dock-f-no-2,1dock,의장공장,34.879000,128.717600,34.876400,128.702300,1425.4,5.7
e4-s-no-1,E4,2dock-P-no-1,2dock,도장공장,34.879000,128.717600,34.873900,128.705400,1249.1,5
e4-s-no-1,E4,2dock-P-no-2,2dock,도장공장,34.879000,128.717600,34.874300,128.703700,1371.5,5.49
e4-s-no-1,E4,2dock-P-no-3,2dock,도장공장,34.879000,128.717600,34.875200,128.704600,1259,5.04
e4-s-no-1,E4,2dock-P-no-4,2dock,도장공장,34.879000,128.717600,34.875800,128.705300,1177.2,4.71
e4-s-no-1,E4,2dock-P-no-5,2dock,도장공장,34.879000,128.717600,34.875400,128.706300,1105.9,4.42
e4-s-no-1,E4,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.879000,128.717600,34.869100,128.697000,2178,8.71
e4-s-no-1,E4,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.879000,128.717600,34.870600,128.696800,2115,8.46
e4-s-no-1,E4,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.879000,128.717600,34.870400,128.697600,2060,8.24
e4-s-no-1,E4,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.879000,128.717600,34.870700,128.697800,2028.4,8.11
e4-s-no-1,E4,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.879000,128.717600,34.871700,128.704300,1459.8,5.84
e4-s-no-1,E4,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.879000,128.717600,34.863100,128.706900,2019.6,8.08
e4-s-no-1,E4,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.879000,128.717600,34.863600,128.707100,1962.1,7.85
e4-s-no-1,E4,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.879000,128.717600,34.868800,128.706900,1496.4,5.99
e4-s-no-1,E4,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.862700,128.708300,2001.2,8
e4-s-no-1,E4,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.862500,128.708700,2006.3,8.03
e4-s-no-1,E4,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.864200,128.708300,1851.5,7.41
e4-s-no-1,E4,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.863300,128.709900,1881.8,7.53
e4-s-no-1,E4,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.866500,128.706900,1698.5,6.79
e4-s-no-1,E4,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.865700,128.708100,1714.1,6.86
e4-s-no-1,E4,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.866900,128.708100,1600.4,6.4
e4-s-no-1,E4,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.866400,128.708700,1619.3,6.48
e4-s-no-1,E4,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.879000,128.717600,34.868700,128.706900,1504.8,6.02
e4-s-no-1,E4,e4-p-no-1,E4,도장공장,34.879000,128.717600,34.877900,128.719500,212.1,0.85
e4-s-no-1,E4,e4-p-no-2,E4,도장공장,34.879000,128.717600,34.878200,128.720000,236.3,0.95
e4-s-no-1,E4,e4-p-no-3,E4,도장공장,34.879000,128.717600,34.879200,128.721000,311,1.24
e4-s-no-1,E4,e4-p-no-4,E4,도장공장,34.879000,128.717600,34.879400,128.719800,205.6,0.82
e4-s-no-1,E4,e4-p-no-5,E4,도장공장,34.879000,128.717600,34.879100,128.718700,101,0.4
e4-s-no-1,E4,e4-p-no-6,E4,도장공장,34.879000,128.717600,34.879500,128.719300,164.8,0.66
e4-s-no-1,E4,e4-p-no-7,E4,도장공장,34.879000,128.717600,34.879800,128.719900,227.9,0.91
e4-s-no-1,E4,e4-p-no-8,E4,도장공장,34.879000,128.717600,34.880300,128.720700,317.6,1.27
e4-s-no-1,E4,e4-p-no-9,E4,도장공장,34.879000,128.717600,34.880300,128.718500,166.2,0.66
e4-s-no-1,E4,e4-f-no-1,E4,의장공장,34.879000,128.717600,34.874400,128.719000,527.2,2.11
e4-s-no-1,E4,e4-f-no-2,E4,의장공장,34.879000,128.717600,34.874500,128.719200,521.2,2.08
e4-s-no-1,E4,e4-f-no-3,E4,의장공장,34.879000,128.717600,34.874700,128.719200,499.9,2
e4-s-no-1,E4,e4-f-no-4,E4,의장공장,34.879000,128.717600,34.874800,128.719200,489.3,1.96
e4-s-no-1,E4,e4-f-no-5,E4,의장공장,34.879000,128.717600,34.875200,128.719500,456.7,1.83
e4-s-no-2,E4,1dock-P-no-1,1dock,도장공장,34.880700,128.719800,34.869100,128.693200,2748.1,10.99
e4-s-no-2,E4,1dock-P-no-2,1dock,도장공장,34.880700,128.719800,34.870500,128.693100,2686.9,10.75
e4-s-no-2,E4,1dock-P-no-3,1dock,도장공장,34.880700,128.719800,34.871100,128.692400,2718,10.87
e4-s-no-2,E4,1dock-P-no-4,1dock,도장공장,34.880700,128.719800,34.872100,128.694800,2473,9.89
e4-s-no-2,E4,1dock-P-no-5,1dock,도장공장,34.880700,128.719800,34.872900,128.695400,2388.9,9.56
e4-s-no-2,E4,1dock-P-no-6,1dock,도장공장,34.880700,128.719800,34.871800,128.692800,2654.5,10.62
e4-s-no-2,E4,1dock-P-no-7,1dock,도장공장,34.880700,128.719800,34.873500,128.694400,2451.6,9.81
e4-s-no-2,E4,1dock-f-no-1,1dock,의장공장,34.880700,128.719800,34.876350,128.702080,1687.4,6.75
e4-s-no-2,E4,2dock-f-no-1,1dock,의장공장,34.880700,128.719800,34.875200,128.701000,1820.8,7.28
e4-s-no-2,E4,2dock-f-no-2,1dock,의장공장,34.880700,128.719800,34.876400,128.702300,1666.5,6.67
e4-s-no-2,E4,2dock-P-no-1,2dock,도장공장,34.880700,128.719800,34.873900,128.705400,1515.7,6.06
e4-s-no-2,E4,2dock-P-no-2,2dock,도장공장,34.880700,128.719800,34.874300,128.703700,1632.1,6.53
e4-s-no-2,E4,2dock-P-no-3,2dock,도장공장,34.880700,128.719800,34.875200,128.704600,1515.5,6.06
e4-s-no-2,E4,2dock-P-no-4,2dock,도장공장,34.880700,128.719800,34.875800,128.705300,1430.6,5.72
e4-s-no-2,E4,2dock-P-no-5,2dock,도장공장,34.880700,128.719800,34.875400,128.706300,1365.3,5.46
e4-s-no-2,E4,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.880700,128.719800,34.869100,128.697000,2447.5,9.79
e4-s-no-2,E4,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.880700,128.719800,34.870600,128.696800,2379.9,9.52
e4-s-no-2,E4,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.880700,128.719800,34.870400,128.697600,2326.7,9.31
e4-s-no-2,E4,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.880700,128.719800,34.870700,128.697800,2294.4,9.18
e4-s-no-2,E4,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.880700,128.719800,34.871700,128.704300,1732.3,6.93
e4-s-no-2,E4,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.880700,128.719800,34.863100,128.706900,2283.6,9.13
e4-s-no-2,E4,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.880700,128.719800,34.863600,128.707100,2226.6,8.91
e4-s-no-2,E4,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.880700,128.719800,34.868800,128.706900,1770.8,7.08
e4-s-no-2,E4,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.862700,128.708300,2259.8,9.04
e4-s-no-2,E4,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.862500,128.708700,2263,9.05
e4-s-no-2,E4,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.864200,128.708300,2113.5,8.45
e4-s-no-2,E4,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.863300,128.709900,2135.2,8.54
e4-s-no-2,E4,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.866500,128.706900,1969.3,7.88
e4-s-no-2,E4,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.865700,128.708100,1980.2,7.92
e4-s-no-2,E4,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.866900,128.708100,1869.2,7.48
e4-s-no-2,E4,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.866400,128.708700,1885.1,7.54
e4-s-no-2,E4,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.880700,128.719800,34.868700,128.706900,1779.2,7.12
e4-s-no-2,E4,e4-p-no-1,E4,도장공장,34.880700,128.719800,34.877900,128.719500,312.5,1.25
e4-s-no-2,E4,e4-p-no-2,E4,도장공장,34.880700,128.719800,34.878200,128.720000,278.6,1.11
e4-s-no-2,E4,e4-p-no-3,E4,도장공장,34.880700,128.719800,34.879200,128.721000,199.5,0.8
e4-s-no-2,E4,e4-p-no-4,E4,도장공장,34.880700,128.719800,34.879400,128.719800,144.6,0.58
e4-s-no-2,E4,e4-p-no-5,E4,도장공장,34.880700,128.719800,34.879100,128.718700,204.3,0.82
e4-s-no-2,E4,e4-p-no-6,E4,도장공장,34.880700,128.719800,34.879500,128.719300,141,0.56
e4-s-no-2,E4,e4-p-no-7,E4,도장공장,34.880700,128.719800,34.879800,128.719900,100.5,0.4
e4-s-no-2,E4,e4-p-no-8,E4,도장공장,34.880700,128.719800,34.880300,128.720700,93.4,0.37
e4-s-no-2,E4,e4-p-no-9,E4,도장공장,34.880700,128.719800,34.880300,128.718500,126.7,0.51
e4-s-no-2,E4,e4-f-no-1,E4,의장공장,34.880700,128.719800,34.874400,128.719000,704.3,2.82
e4-s-no-2,E4,e4-f-no-2,E4,의장공장,34.880700,128.719800,34.874500,128.719200,691.6,2.77
e4-s-no-2,E4,e4-f-no-3,E4,의장공장,34.880700,128.719800,34.874700,128.719200,669.4,2.68
e4-s-no-2,E4,e4-f-no-4,E4,의장공장,34.880700,128.719800,34.874800,128.719200,658.3,2.63
e4-s-no-2,E4,e4-f-no-5,E4,의장공장,34.880700,128.719800,34.875200,128.719500,612.2,2.45
e4-s-no-3,E4,1dock-P-no-1,1dock,도장공장,34.877300,128.719500,34.869100,128.693200,2566.7,10.27
e4-s-no-3,E4,1dock-P-no-2,1dock,도장공장,34.877300,128.719500,34.870500,128.693100,2524.3,10.1
e4-s-no-3,E4,1dock-P-no-3,1dock,도장공장,34.877300,128.719500,34.871100,128.692400,2566.6,10.27
e4-s-no-3,E4,1dock-P-no-4,1dock,도장공장,34.877300,128.719500,34.872100,128.694800,2326.3,9.31
e4-s-no-3,E4,1dock-P-no-5,1dock,도장공장,34.877300,128.719500,34.872900,128.695400,2252.4,9.01
e4-s-no-3,E4,1dock-P-no-6,1dock,도장공장,34.877300,128.719500,34.871800,128.692800,2511.4,10.05
e4-s-no-3,E4,1dock-P-no-7,1dock,도장공장,34.877300,128.719500,34.873500,128.694400,2328.5,9.31
e4-s-no-3,E4,1dock-f-no-1,1dock,의장공장,34.877300,128.719500,34.876350,128.702080,1592.7,6.37
e4-s-no-3,E4,2dock-f-no-1,1dock,의장공장,34.877300,128.719500,34.875200,128.701000,1703.8,6.82
e4-s-no-3,E4,2dock-f-no-2,1dock,의장공장,34.877300,128.719500,34.876400,128.702300,1572.3,6.29
e4-s-no-3,E4,2dock-P-no-1,2dock,도장공장,34.877300,128.719500,34.873900,128.705400,1340.7,5.36
e4-s-no-3,E4,2dock-P-no-2,2dock,도장공장,34.877300,128.719500,34.874300,128.703700,1479.5,5.92
e4-s-no-3,E4,2dock-P-no-3,2dock,도장공장,34.877300,128.719500,34.875200,128.704600,1379.2,5.52
e4-s-no-3,E4,2dock-P-no-4,2dock,도장공장,34.877300,128.719500,34.875800,128.705300,1306.1,5.22
e4-s-no-3,E4,2dock-P-no-5,2dock,도장공장,34.877300,128.719500,34.875400,128.706300,1222.6,4.89
e4-s-no-3,E4,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.877300,128.719500,34.869100,128.697000,2246,8.98
e4-s-no-3,E4,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.877300,128.719500,34.870600,128.696800,2200.8,8.8
e4-s-no-3,E4,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.877300,128.719500,34.870400,128.697600,2140.1,8.56
e4-s-no-3,E4,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.877300,128.719500,34.870700,128.697800,2111.3,8.45
e4-s-no-3,E4,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.877300,128.719500,34.871700,128.704300,1520,6.08
e4-s-no-3,E4,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.877300,128.719500,34.863100,128.706900,1953,7.81
e4-s-no-3,E4,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.877300,128.719500,34.863600,128.707100,1897.4,7.59
e4-s-no-3,E4,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.877300,128.719500,34.868800,128.706900,1488.1,5.95
e4-s-no-3,E4,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.877300,128.719500,34.862700,128.708300,1918.2,7.67
e4-s-no-3,E4,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.877300,128.719500,34.862500,128.708700,1918.1,7.67
e4-s-no-3,E4,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.877300,128.719500,34.864200,128.708300,1779.3,7.12
e4-s-no-3,E4,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.877300,128.719500,34.863300,128.709900,1786.2,7.14
e4-s-no-3,E4,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.877300,128.719500,34.866500,128.706900,1662.4,6.65
e4-s-no-3,E4,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.877300,128.719500,34.865700,128.708100,1656.9,6.63
